city,timestamp,temperature,season
New York,2010-01-01,2.671330568425669,winter
New York,2010-01-02,1.1731573659163699,winter
New York,2010-01-03,-1.5675653212769955,winter
New York,2010-01-04,-5.4073827445398965,winter
New York,2010-01-05,8.949918175302418,winter
New York,2010-01-06,3.388540729642975,winter
New York,2010-01-07,-1.1906937556058632,winter
New York,2010-01-08,1.9301630296305405,winter
New York,2010-01-09,-2.3370675350035977,winter
New York,2010-01-10,0.4112678074064618,winter
New York,2010-01-11,9.755327327417874,winter
New York,2010-01-12,2.997629155042942,winter
New York,2010-01-13,-14.032766931572347,winter
New York,2010-01-14,-2.0475906456729716,winter
New York,2010-01-15,0.309048299207098,winter
New York,2010-01-16,4.242589805075637,winter
New York,2010-01-17,3.2344652971902588,winter
New York,2010-01-18,-1.115681086395769,winter
New York,2010-01-19,-5.790008294622515,winter
New York,2010-01-20,-2.3287577920715163,winter
New York,2010-01-21,2.0432789301345373,winter
New York,2010-01-22,0.5866573554028919,winter
New York,2010-01-23,-6.799523563348132,winter
New York,2010-01-24,2.5038611659322467,winter
New York,2010-01-25,-1.2633240326154382,winter
New York,2010-01-26,1.645814915224226,winter
New York,2010-01-27,-1.3898102998869684,winter
New York,2010-01-28,4.283568589923657,winter
New York,2010-01-29,2.024202139265027,winter
New York,2010-01-30,2.515186742556406,winter
New York,2010-01-31,-13.240593465156262,winter
New York,2010-02-01,-1.1852717515021993,winter
New York,2010-02-02,-2.2050813987071396,winter
New York,2010-02-03,0.07027918722822937,winter
New York,2010-02-04,2.71090859490305,winter
New York,2010-02-05,3.338708697474491,winter
New York,2010-02-06,4.15215032799133,winter
New York,2010-02-07,-4.500189357655905,winter
New York,2010-02-08,-2.6567860355780715,winter
New York,2010-02-09,-4.45650341789036,winter
New York,2010-02-10,2.4798508443788094,winter
New York,2010-02-11,-4.831276082179552,winter
New York,2010-02-12,-0.6955222387934125,winter
New York,2010-02-13,10.746803605988644,winter
New York,2010-02-14,-11.260401583963233,winter
New York,2010-02-15,0.8751643892574634,winter
New York,2010-02-16,-2.261974273042407,winter
New York,2010-02-17,9.693407619640682,winter
New York,2010-02-18,-4.83529168781701,winter
New York,2010-02-19,1.4960438301381795,winter
New York,2010-02-20,-5.221843439249826,winter
New York,2010-02-21,4.376097814307174,winter
New York,2010-02-22,3.936751644863169,winter
New York,2010-02-23,13.218564683593288,winter
New York,2010-02-24,-3.5863947261005165,winter
New York,2010-02-25,0.9544937465777831,winter
New York,2010-02-26,-14.601824729785221,winter
New York,2010-02-27,6.131854617892257,winter
New York,2010-02-28,3.3114162735598747,winter
New York,2010-03-01,15.732587502579632,spring
New York,2010-03-02,5.854413838837952,spring
New York,2010-03-03,2.5818341082069445,spring
New York,2010-03-04,13.653910717132215,spring
New York,2010-03-05,11.678047341179369,spring
New York,2010-03-06,8.996178621607632,spring
New York,2010-03-07,9.122057230664383,spring
New York,2010-03-08,7.173578016435542,spring
New York,2010-03-09,9.75072524133594,spring
New York,2010-03-10,13.61599064321435,spring
New York,2010-03-11,6.931389635070959,spring
New York,2010-03-12,4.983335879303633,spring
New York,2010-03-13,3.878215928981586,spring
New York,2010-03-14,7.471219000973621,spring
New York,2010-03-15,13.353703136508223,spring
New York,2010-03-16,8.198667797167198,spring
New York,2010-03-17,18.557795462052695,spring
New York,2010-03-18,8.097194511445833,spring
New York,2010-03-19,15.849147897817208,spring
New York,2010-03-20,2.436721864321888,spring
New York,2010-03-21,15.425997263866059,spring
New York,2010-03-22,10.80593311986442,spring
New York,2010-03-23,14.305266127962128,spring
New York,2010-03-24,5.199899973698738,spring
New York,2010-03-25,6.9315978636217785,spring
New York,2010-03-26,10.52389932676298,spring
New York,2010-03-27,10.681868945828636,spring
New York,2010-03-28,12.493235262607381,spring
New York,2010-03-29,13.692297619161897,spring
New York,2010-03-30,10.376667796001314,spring
New York,2010-03-31,12.25391349226898,spring
New York,2010-04-01,8.59031651891698,spring
New York,2010-04-02,14.193197396156325,spring
New York,2010-04-03,12.839212482428195,spring
New York,2010-04-04,2.5861843927635295,spring
New York,2010-04-05,7.3524242828552255,spring
New York,2010-04-06,8.423637170853826,spring
New York,2010-04-07,4.378233041608474,spring
New York,2010-04-08,10.895569620459995,spring
New York,2010-04-09,10.985120665868255,spring
New York,2010-04-10,11.375086409103853,spring
New York,2010-04-11,18.18276423207937,spring
New York,2010-04-12,9.799036312310763,spring
New York,2010-04-13,5.669640268335283,spring
New York,2010-04-14,6.601439255899512,spring
New York,2010-04-15,9.424628626513558,spring
New York,2010-04-16,10.1698551531665,spring
New York,2010-04-17,15.628820103771439,spring
New York,2010-04-18,21.010874849771174,spring
New York,2010-04-19,6.6895527704390645,spring
New York,2010-04-20,9.838690347145388,spring
New York,2010-04-21,14.907209621584652,spring
New York,2010-04-22,15.920000831895093,spring
New York,2010-04-23,5.650060948102926,spring
New York,2010-04-24,20.759407218900837,spring
New York,2010-04-25,10.728545083749369,spring
New York,2010-04-26,9.57460287030904,spring
New York,2010-04-27,16.023186222072344,spring
New York,2010-04-28,13.934444594559686,spring
New York,2010-04-29,10.164005678326928,spring
New York,2010-04-30,9.686639573702639,spring
New York,2010-05-01,12.341655432096497,spring
New York,2010-05-02,6.391289867533603,spring
New York,2010-05-03,8.47922514283081,spring
New York,2010-05-04,7.425361911185379,spring
New York,2010-05-05,8.430639092829674,spring
New York,2010-05-06,5.323978834531483,spring
New York,2010-05-07,14.006805357464856,spring
New York,2010-05-08,12.923886569713574,spring
New York,2010-05-09,7.1376211873737905,spring
New York,2010-05-10,15.799801483183844,spring
New York,2010-05-11,12.059382970413928,spring
New York,2010-05-12,14.348974218930238,spring
New York,2010-05-13,2.8992694368329985,spring
New York,2010-05-14,-0.312383044996265,spring
New York,2010-05-15,9.18444263101947,spring
New York,2010-05-16,9.371129245433389,spring
New York,2010-05-17,9.249881583110792,spring
New York,2010-05-18,16.146946206175606,spring
New York,2010-05-19,6.01336246055296,spring
New York,2010-05-20,17.76245795710256,spring
New York,2010-05-21,8.50306750919564,spring
New York,2010-05-22,6.3274500881943645,spring
New York,2010-05-23,15.588311082715656,spring
New York,2010-05-24,14.327195564158869,spring
New York,2010-05-25,8.46197053108575,spring
New York,2010-05-26,16.1134216553492,spring
New York,2010-05-27,11.858357480065264,spring
New York,2010-05-28,7.6602113077445555,spring
New York,2010-05-29,9.908313427172487,spring
New York,2010-05-30,15.47904871711905,spring
New York,2010-05-31,9.051520298465784,spring
New York,2010-06-01,26.519728485354875,summer
New York,2010-06-02,26.20238832873673,summer
New York,2010-06-03,28.53742163595146,summer
New York,2010-06-04,23.222440331378458,summer
New York,2010-06-05,26.73322367278365,summer
New York,2010-06-06,22.494833992552373,summer
New York,2010-06-07,26.349477180061278,summer
New York,2010-06-08,22.582089051312167,summer
New York,2010-06-09,24.266868936065247,summer
New York,2010-06-10,26.652129964770413,summer
New York,2010-06-11,22.16242826461911,summer
New York,2010-06-12,18.78608151734005,summer
New York,2010-06-13,28.92115414110123,summer
New York,2010-06-14,23.257513919943854,summer
New York,2010-06-15,23.604314813030314,summer
New York,2010-06-16,23.094960212261157,summer
New York,2010-06-17,25.42377405459605,summer
New York,2010-06-18,15.621028740576175,summer
New York,2010-06-19,16.732446887502604,summer
New York,2010-06-20,29.13796348883828,summer
New York,2010-06-21,26.673642485474264,summer
New York,2010-06-22,27.6768599015753,summer
New York,2010-06-23,28.65465393545848,summer
New York,2010-06-24,23.551526195530418,summer
New York,2010-06-25,24.441861450088023,summer
New York,2010-06-26,32.52679916567345,summer
New York,2010-06-27,25.888797607063474,summer
New York,2010-06-28,20.615151139413737,summer
New York,2010-06-29,21.32701176258511,summer
New York,2010-06-30,31.208450117956655,summer
New York,2010-07-01,21.06423247979606,summer
New York,2010-07-02,24.20636396642467,summer
New York,2010-07-03,26.334504430160422,summer
New York,2010-07-04,21.289211327168257,summer
